date_time,wind_speed,wind_direction
08-07-2020 17:00,8.2,10
08-07-2020 18:00,6.7,30
08-07-2020 19:00,5.1,30
08-07-2020 20:00,5.1,50
08-07-2020 21:00,5.7,50
08-07-2020 22:00,4.6,40
08-07-2020 23:00,4.1,40
09-07-2020 00:00,3.1,50
09-07-2020 01:00,3.6,40
09-07-2020 02:00,3.1,40
09-07-2020 03:00,3.6,10
09-07-2020 04:00,4.1,20
09-07-2020 05:00,5.1,50
09-07-2020 06:00,7.2,60
09-07-2020 07:00,7.2,50
09-07-2020 08:00,6.7,50
09-07-2020 09:00,7.2,40
09-07-2020 10:00,6.7,60
09-07-2020 11:00,8.7,30
09-07-2020 12:00,8.2,30
09-07-2020 13:00,8.7,30
09-07-2020 14:00,9.3,40
09-07-2020 15:00,7.7,40
09-07-2020 16:00,8.2,50
09-07-2020 17:00,8.2,40
09-07-2020 18:00,7.7,40
09-07-2020 19:00,6.7,40
09-07-2020 20:00,5.7,50
09-07-2020 21:00,5.1,50
09-07-2020 22:00,5.1,50
09-07-2020 23:00,4.1,40
18-07-2020 00:00,4.6,40
18-07-2020 01:00,4.1,20
18-07-2020 02:00,3.6,20
18-07-2020 03:00,4.1,10
18-07-2020 04:00,4.6,30
18-07-2020 05:00,4.6,40
18-07-2020 06:00,6.2,40
18-07-2020 07:00,6.2,50
18-07-2020 08:00,7.7,40
18-07-2020 09:00,7.7,50
18-07-2020 10:00,8.2,30
18-07-2020 11:00,7.2,40
18-07-2020 12:00,7.2,30
18-07-2020 13:00,6.7,40
18-07-2020 14:00,7.2,50
18-07-2020 15:00,7.2,30
18-07-2020 16:00,6.2,30
18-07-2020 17:00,7.2,30
18-07-2020 18:00,6.7,30
18-07-2020 19:00,6.2,40
18-07-2020 20:00,6.2,20
18-07-2020 21:00,4.6,30
18-07-2020 22:00,5.1,40
18-07-2020 23:00,4.6,20
19-07-2020 00:00,4.1,30
19-07-2020 01:00,4.6,40
19-07-2020 02:00,3.6,20
19-07-2020 03:00,3.1,30
19-07-2020 04:00,4.1,40
19-07-2020 05:00,3.6,40
19-07-2020 06:00,5.7,50
19-07-2020 07:00,5.1,50
19-07-2020 08:00,5.7,30
19-07-2020 09:00,6.2,30
19-07-2020 10:00,5.1,50
19-07-2020 11:00,6.7,20
19-07-2020 12:00,6.2,30
19-07-2020 13:00,5.7,40
19-07-2020 14:00,5.1,30
19-07-2020 15:00,5.7,30
19-07-2020 16:00,5.7,50
19-07-2020 17:00,5.1,360
19-07-2020 18:00,4.1,10
19-07-2020 19:00,4.6,360
19-07-2020 20:00,4.1,10
19-07-2020 21:00,3.1,20
19-07-2020 22:00,2.1,10
19-07-2020 23:00,2.1,10
20-07-2020 00:00,2.6,340
20-07-2020 01:00,2.6,340
20-07-2020 02:00,3.1,350
20-07-2020 03:00,3.1,350
20-07-2020 04:00,3.6,350
20-07-2020 05:00,4.6,360
20-07-2020 06:00,4.1,360
20-07-2020 07:00,6.2,350
20-07-2020 08:00,5.1,360
20-07-2020 09:00,5.7,360
20-07-2020 10:00,4.1,360
20-07-2020 11:00,3.6,340
20-07-2020 12:00,5.7,10
20-07-2020 13:00,5.1,340
20-07-2020 14:00,4.6,360
20-07-2020 15:00,4.1,10
20-07-2020 16:00,4.1,20
20-07-2020 17:00,5.1,30
20-07-2020 18:00,4.1,70
20-07-2020 19:00,3.1,70
20-07-2020 20:00,2.6,50
20-07-2020 21:00,2.1,90
20-07-2020 22:00,1.0,100
20-07-2020 23:00,3.1,350
21-07-2020 00:00,2.1,10
21-07-2020 01:00,3.1,350
21-07-2020 02:00,3.6,360
21-07-2020 03:00,3.6,360
21-07-2020 04:00,3.6,350
21-07-2020 05:00,3.6,350
21-07-2020 06:00,3.1,180
21-07-2020 07:00,3.1,150
21-07-2020 08:00,3.6,190
21-07-2020 09:00,3.6,170
21-07-2020 10:00,2.6,210
21-07-2020 11:00,4.6,20
21-07-2020 12:00,7.2,10
21-07-2020 13:00,7.2,10
21-07-2020 14:00,7.7,360
21-07-2020 15:00,7.7,360
21-07-2020 16:00,6.2,30
21-07-2020 17:00,6.7,20
21-07-2020 18:00,6.2,40
21-07-2020 19:00,5.7,40
21-07-2020 20:00,3.6,30
21-07-2020 21:00,3.6,50
21-07-2020 22:00,4.1,50
21-07-2020 23:00,3.6,30
22-07-2020 00:00,3.1,30
22-07-2020 01:00,3.6,30
22-07-2020 02:00,3.1,20
22-07-2020 03:00,3.6,30
22-07-2020 04:00,3.6,30
22-07-2020 05:00,4.6,40
22-07-2020 06:00,5.7,20
22-07-2020 07:00,6.2,30
22-07-2020 08:00,6.7,20
22-07-2020 09:00,7.2,40
22-07-2020 10:00,7.7,30
22-07-2020 11:00,9.3,40
22-07-2020 12:00,6.2,30
22-07-2020 13:00,7.7,20
22-07-2020 14:00,7.2,40
22-07-2020 15:00,8.7,10
22-07-2020 16:00,7.7,30
22-07-2020 17:00,7.2,40
22-07-2020 18:00,6.2,30
22-07-2020 19:00,6.2,50
22-07-2020 20:00,5.1,40
22-07-2020 21:00,5.7,40
22-07-2020 22:00,4.1,60
22-07-2020 23:00,5.1,40
